emaFast,emaSlow,stLen,stMult,stRsiLen,volLen,volMult,minScore,minBars,2024_n,2024_wr,2024_pnl,2024_pf,2024_avgW,2024_avgL,2024_maxDD,2024_score,2025_n,2025_wr,2025_pnl,2025_pf,2025_avgW,2025_avgL,2025_maxDD,2025_score,2026_n,2026_wr,2026_pnl,2026_pf,2026_avgW,2026_avgL,2026_maxDD,2026_score,total_score,total_pnl
9,21,10,3.0,14,20,1.2,4,5,619,57.0,37.74,1.06,2.017,-2.535,-65.98,0.9343,626,53.2,-140.91,0.82,1.983,-2.735,-177.32,-0.9977,280,57.9,30.55,1.12,1.821,-2.24,-25.66,2.0177,1.9543,-72.61999999999999
13,21,10,3.0,14,14,1.2,4,5,619,56.7,23.39,1.03,1.997,-2.528,-76.15,0.4915,632,52.5,-166.98,0.8,1.976,-2.744,-199.2,-1.0141,277,58.1,30.88,1.12,1.804,-2.237,-21.07,2.4757,1.9530999999999998,-112.70999999999998
13,21,7,2.0,10,20,1.5,5,5,448,54.9,-13.89,0.97,2.01,-2.517,-72.67,-0.284,401,54.9,-43.35,0.91,2.039,-2.718,-86.83,-0.6969,192,57.8,27.39,1.15,1.846,-2.191,-16.01,2.933,1.9521,-29.85
9,34,14,3.0,10,14,1.5,5,5,439,54.7,11.68,1.02,2.101,-2.476,-74.98,0.2433,405,51.9,-96.37,0.82,2.068,-2.721,-133.98,-0.8872,198,57.6,28.5,1.16,1.857,-2.181,-19.05,2.5887,1.9447999999999999,-56.19
13,34,10,2.0,14,20,1.2,5,3,494,54.9,-2.07,1.0,2.058,-2.51,-61.38,-0.0512,432,52.8,-66.07,0.88,2.142,-2.717,-126.89,-0.6952,211,58.3,30.22,1.15,1.858,-2.254,-19.53,2.6857,1.9393000000000002,-37.91999999999999
9,21,10,2.0,10,20,1.5,6,5,85,60.0,20.83,1.24,2.076,-2.502,-17.28,2.2693,60,55.0,1.23,1.02,2.227,-2.676,-23.05,0.0808,27,51.9,-5.59,0.81,1.66,-2.218,-15.06,-0.4264,1.9236999999999997,16.47
13,34,14,3.0,14,14,1.2,5,3,513,55.6,28.98,1.05,2.101,-2.499,-66.15,0.7054,449,51.9,-88.36,0.85,2.14,-2.717,-113.6,-0.9948,225,58.2,30.11,1.14,1.82,-2.216,-23.67,2.2097,1.9203000000000001,-29.269999999999996
9,21,10,2.0,10,20,1.5,6,3,86,60.5,22.0,1.26,2.059,-2.502,-17.28,2.4301,61,54.1,-1.75,0.98,2.227,-2.687,-26.04,-0.0976,27,51.9,-5.59,0.81,1.66,-2.218,-15.06,-0.4264,1.9061,14.66
9,34,10,2.0,10,14,1.2,5,3,523,54.7,-9.42,0.98,2.047,-2.51,-81.96,-0.1729,473,53.3,-83.35,0.86,2.067,-2.734,-135.83,-0.8048,223,58.3,32.7,1.16,1.84,-2.221,-19.85,2.8761,1.8984,-60.06999999999999
9,21,14,2.0,10,20,1.5,6,3,87,59.8,19.37,1.22,2.053,-2.497,-17.28,2.0679,60,55.0,4.68,1.06,2.335,-2.68,-24.63,0.3014,28,50.0,-7.3,0.76,1.66,-2.181,-16.53,-0.475,1.8942999999999999,16.75
9,34,14,2.0,10,14,1.2,5,5,463,54.6,-5.5,0.99,2.055,-2.502,-74.32,-0.1118,438,52.7,-111.42,0.8,1.958,-2.723,-148.33,-0.9144,200,58.0,35.52,1.19,1.906,-2.209,-21.9,2.9194,1.8932,-81.4
13,34,14,3.0,14,20,1.2,5,3,503,54.7,8.85,1.02,2.118,-2.515,-58.9,0.2321,437,51.9,-85.69,0.85,2.139,-2.72,-111.89,-0.9803,221,58.4,34.04,1.17,1.835,-2.202,-23.0,2.6236,1.8754000000000002,-42.800000000000004
13,34,14,2.0,14,20,1.5,6,3,87,57.5,14.66,1.16,2.151,-2.511,-26.21,0.982,59,59.3,15.07,1.23,2.304,-2.732,-21.56,1.3086,20,45.0,-8.66,0.65,1.799,-2.259,-18.66,-0.4162,1.8744,21.07
13,21,10,3.0,14,20,1.2,5,5,469,56.1,26.19,1.05,2.05,-2.491,-53.3,0.7912,413,51.1,-107.66,0.8,2.068,-2.693,-141.26,-0.9171,204,58.3,30.94,1.17,1.82,-2.184,-27.65,1.9948,1.8689,-50.53
9,21,10,3.0,10,14,1.5,5,5,441,55.8,20.26,1.04,2.055,-2.488,-57.91,0.5581,405,49.6,-126.54,0.77,2.124,-2.713,-163.91,-0.8856,200,57.5,22.63,1.12,1.81,-2.182,-17.23,2.1935,1.8659999999999997,-83.65
13,21,7,3.0,14,14,1.2,4,5,621,56.7,28.15,1.04,2.007,-2.522,-82.57,0.5496,631,51.3,-198.86,0.76,1.979,-2.737,-221.2,-1.0339,279,59.1,38.55,1.15,1.785,-2.245,-29.09,2.3466,1.8622999999999998,-132.16000000000003
13,21,10,3.0,10,20,1.5,4,5,624,56.9,32.88,1.05,2.01,-2.53,-71.13,0.7496,622,52.4,-161.17,0.8,2.01,-2.758,-196.94,-0.996,285,58.6,30.86,1.12,1.756,-2.223,-25.32,2.0785,1.8321,-97.42999999999999
9,21,14,3.0,10,20,1.5,5,5,436,57.1,39.14,1.08,2.045,-2.514,-43.16,1.5084,391,51.7,-89.19,0.83,2.095,-2.711,-123.42,-0.8979,196,55.6,16.85,1.09,1.895,-2.18,-22.67,1.2063,1.8167999999999997,-33.199999999999996
9,21,7,3.0,10,14,1.5,6,3,78,60.3,23.6,1.3,2.16,-2.514,-18.75,2.4944,61,52.5,-3.46,0.95,2.28,-2.635,-27.21,-0.1784,31,48.4,-8.11,0.76,1.754,-2.151,-17.35,-0.5013,1.8147000000000002,12.030000000000001
13,34,14,2.0,10,20,1.2,5,3,494,56.7,46.01,1.09,2.084,-2.512,-59.28,1.2983,443,54.4,-45.08,0.92,2.108,-2.738,-96.46,-0.656,216,56.9,20.63,1.1,1.852,-2.227,-29.43,1.17,1.8123,21.56
9,21,7,3.0,10,14,1.5,6,5,77,59.7,22.43,1.29,2.182,-2.514,-18.75,2.336,60,53.3,-0.47,0.99,2.28,-2.623,-24.22,-0.0284,31,48.4,-8.11,0.76,1.754,-2.151,-17.35,-0.5013,1.8062999999999998,13.850000000000001
13,21,7,3.0,14,20,1.5,6,5,81,56.8,9.25,1.11,2.103,-2.5,-28.1,0.5509,61,59.0,13.71,1.2,2.257,-2.702,-16.23,1.5224,19,52.6,-2.88,0.86,1.708,-2.218,-12.74,-0.2741,1.7991999999999997,20.080000000000002
13,34,14,2.0,14,20,1.5,6,5,85,57.6,13.0,1.14,2.112,-2.513,-26.21,0.8614,59,59.3,15.07,1.23,2.304,-2.732,-21.56,1.3086,19,47.4,-6.27,0.72,1.799,-2.246,-16.27,-0.3857,1.7843,21.8
9,34,10,2.0,10,20,1.2,5,5,458,54.6,-11.15,0.98,2.032,-2.496,-64.54,-0.2574,420,53.6,-73.66,0.86,2.028,-2.718,-110.52,-0.8734,197,57.9,32.72,1.18,1.884,-2.193,-19.97,2.9071,1.7762999999999998,-52.09
13,34,14,3.0,10,14,1.5,6,3,79,59.5,24.29,1.3,2.228,-2.513,-24.81,1.9549,60,55.0,5.31,1.07,2.335,-2.658,-24.29,0.3493,32,46.9,-10.32,0.72,1.754,-2.155,-19.56,-0.5295,1.7747000000000002,19.279999999999998
9,21,10,3.0,10,20,1.5,5,5,438,56.6,24.82,1.05,2.021,-2.508,-44.44,0.9002,393,51.4,-95.15,0.82,2.093,-2.711,-135.47,-0.8617,196,56.6,20.71,1.11,1.857,-2.181,-19.78,1.7358,1.7743,-49.62000000000001
13,21,7,2.0,10,14,1.2,5,3,529,54.6,-7.29,0.99,2.068,-2.521,-82.6,-0.1332,471,53.5,-79.81,0.87,2.058,-2.733,-125.06,-0.8422,227,58.6,31.44,1.15,1.806,-2.22,-19.9,2.7451,1.7696999999999998,-55.66000000000001
9,34,14,2.0,14,20,1.5,6,5,85,57.6,13.3,1.15,2.118,-2.513,-26.21,0.8837,59,59.3,15.07,1.23,2.304,-2.732,-21.56,1.3086,20,45.0,-8.35,0.66,1.799,-2.231,-17.48,-0.4322,1.7601,20.020000000000003
9,34,7,3.0,14,20,1.5,6,5,82,57.3,13.34,1.15,2.146,-2.5,-28.1,0.8309,63,58.7,11.94,1.17,2.229,-2.712,-16.23,1.2871,20,50.0,-5.09,0.77,1.708,-2.218,-14.95,-0.3691,1.7489,20.19
13,21,14,3.0,10,14,1.2,4,5,629,56.4,6.19,1.01,1.973,-2.534,-93.97,0.1028,627,52.2,-164.26,0.8,2.027,-2.757,-199.46,-0.9992,286,58.7,31.71,1.12,1.751,-2.224,-20.42,2.6343,1.7379000000000002,-126.35999999999999
13,34,14,2.0,10,14,1.2,6,5,103,54.4,8.55,1.07,2.251,-2.5,-28.3,0.4831,69,59.4,17.21,1.23,2.266,-2.704,-17.96,1.7762,37,45.9,-13.42,0.69,1.791,-2.193,-24.99,-0.5231,1.7362000000000002,12.340000000000002
13,34,10,3.0,14,14,1.2,4,5,612,57.5,44.25,1.07,1.991,-2.526,-75.25,0.9756,619,51.2,-185.31,0.77,2.01,-2.724,-206.51,-1.0461,278,57.9,28.81,1.11,1.799,-2.229,-27.07,1.8,1.7295,-112.25
9,34,10,3.0,14,14,1.2,4,5,613,57.3,42.59,1.06,2.002,-2.52,-61.89,1.1337,625,51.8,-169.38,0.79,2.024,-2.741,-194.89,-1.0434,276,57.2,22.7,1.09,1.802,-2.22,-22.67,1.6392,1.7294999999999998,-104.08999999999999
9,34,10,3.0,14,14,1.2,5,5,472,56.4,34.83,1.07,2.048,-2.476,-49.86,1.1437,424,51.4,-116.94,0.79,2.012,-2.697,-148.24,-0.9367,206,57.3,20.36,1.1,1.824,-2.215,-22.31,1.5179,1.7248999999999999,-61.75
13,34,10,3.0,10,14,1.5,6,5,78,59.0,23.12,1.29,2.251,-2.513,-24.81,1.8341,60,55.0,5.52,1.08,2.335,-2.65,-21.3,0.4129,32,46.9,-10.32,0.72,1.754,-2.155,-19.56,-0.5295,1.7174999999999998,18.32
13,21,7,3.0,10,20,1.2,4,5,632,56.6,26.13,1.04,2.003,-2.522,-95.35,0.4409,622,52.4,-155.27,0.81,2.018,-2.747,-188.9,-1.0082,288,58.7,33.49,1.13,1.763,-2.223,-25.32,2.2743,1.7070000000000003,-95.65
13,34,14,3.0,14,20,1.2,6,3,113,55.8,8.22,1.07,2.11,-2.494,-28.53,0.4621,77,59.7,20.99,1.25,2.289,-2.72,-24.25,1.6587,31,48.4,-6.71,0.81,1.928,-2.226,-18.45,-0.4154,1.7054,22.5
13,34,10,3.0,14,20,1.5,4,3,717,55.2,-0.18,1.0,2.027,-2.501,-101.28,-0.0028,690,52.5,-119.91,0.87,2.158,-2.747,-141.01,-1.1161,325,56.9,35.12,1.11,1.881,-2.235,-20.9,2.7991,1.6802000000000001,-84.97
13,34,14,2.0,10,14,1.5,6,3,81,58.0,14.39,1.17,2.122,-2.511,-27.83,0.9215,62,58.1,14.83,1.21,2.342,-2.672,-21.34,1.2731,31,48.4,-8.99,0.74,1.749,-2.202,-18.23,-0.5167,1.6778999999999997,20.229999999999997
13,21,14,3.0,10,14,1.5,4,5,626,57.2,30.85,1.05,1.984,-2.535,-71.58,0.6985,616,51.9,-162.52,0.8,2.044,-2.759,-188.8,-1.0422,284,58.5,31.7,1.12,1.774,-2.227,-27.03,2.0081,1.6644,-99.97000000000001
9,21,7,2.0,14,14,1.5,5,5,463,56.6,25.07,1.05,2.002,-2.485,-51.51,0.785,411,54.0,-46.62,0.91,2.097,-2.709,-99.92,-0.6467,197,56.9,16.35,1.09,1.835,-2.226,-17.27,1.5253,1.6636000000000002,-5.199999999999996
13,34,14,3.0,14,20,1.5,4,3,715,55.4,10.44,1.01,2.042,-2.502,-103.54,0.1571,687,52.4,-116.95,0.87,2.173,-2.75,-148.29,-1.0387,326,57.1,34.8,1.11,1.876,-2.244,-22.86,2.5437,1.6621,-71.71000000000001
9,21,7,3.0,14,20,1.2,4,5,620,57.3,51.07,1.08,2.036,-2.535,-69.96,1.2179,627,52.6,-159.89,0.8,1.974,-2.732,-185.36,-1.0515,284,58.1,28.88,1.11,1.792,-2.242,-32.85,1.4947,1.6610999999999998,-79.94
9,34,14,3.0,14,14,1.5,5,5,439,56.3,37.97,1.08,2.077,-2.474,-52.48,1.1981,402,53.0,-73.15,0.86,2.06,-2.709,-107.63,-0.883,195,55.9,18.36,1.1,1.902,-2.198,-22.47,1.3384,1.6535,-16.820000000000007
13,21,7,2.0,10,20,1.5,6,3,84,59.5,22.24,1.26,2.146,-2.502,-18.23,2.3268,54,53.7,-4.89,0.93,2.159,-2.7,-25.76,-0.2605,27,51.9,-5.59,0.81,1.66,-2.218,-15.06,-0.4264,1.6399,11.759999999999998
13,21,7,3.0,14,20,1.2,5,5,471,56.3,28.52,1.06,2.049,-2.498,-51.09,0.9029,412,51.2,-108.34,0.8,2.056,-2.697,-135.2,-0.9624,206,57.8,26.98,1.14,1.821,-2.181,-27.65,1.6975,1.638,-52.84
9,34,14,3.0,10,14,1.2,6,3,104,55.8,21.06,1.18,2.341,-2.494,-19.46,1.8971,72,56.9,3.69,1.04,2.124,-2.69,-22.98,0.2524,37,45.9,-12.72,0.71,1.795,-2.161,-24.28,-0.5181,1.6314000000000002,12.03
13,21,7,2.0,10,20,1.5,6,5,83,59.0,21.07,1.25,2.166,-2.502,-18.23,2.1738,53,54.7,-1.9,0.97,2.159,-2.688,-22.77,-0.1201,27,51.9,-5.59,0.81,1.66,-2.218,-15.06,-0.4264,1.6273,13.580000000000002
9,34,7,3.0,14,14,1.2,5,5,471,56.7,36.25,1.07,2.033,-2.483,-50.05,1.1922,424,51.4,-120.17,0.78,2.002,-2.702,-144.63,-0.9796,208,57.2,19.07,1.1,1.816,-2.214,-22.31,1.4105,1.6231,-64.85
9,21,14,3.0,14,20,1.2,5,3,513,56.1,32.81,1.06,2.087,-2.526,-33.28,1.581,454,50.0,-125.48,0.8,2.159,-2.712,-149.89,-0.9931,228,56.6,17.81,1.08,1.834,-2.21,-28.47,1.0231,1.6109999999999998,-74.86
9,21,7,2.0,10,14,1.2,4,5,633,58.0,62.25,1.09,2.003,-2.53,-44.99,2.336,634,52.5,-137.58,0.84,2.1,-2.781,-169.03,-1.0313,312,56.1,7.46,1.02,1.781,-2.221,-38.14,0.3048,1.6094999999999997,-67.87000000000002
9,21,14,3.0,10,14,1.2,6,3,102,55.9,16.81,1.15,2.264,-2.494,-16.97,1.677,70,57.1,5.58,1.07,2.15,-2.681,-21.09,0.4241,36,47.2,-10.5,0.74,1.795,-2.159,-22.07,-0.4987,1.6024000000000003,11.89
9,34,10,3.0,10,20,1.5,4,5,620,56.6,26.11,1.04,2.012,-2.528,-58.22,0.7169,620,51.6,-164.15,0.8,2.066,-2.751,-194.83,-1.018,286,58.4,30.86,1.12,1.758,-2.208,-27.78,1.8981,1.597,-107.18000000000002
9,21,14,3.0,14,20,1.2,4,5,619,57.2,39.36,1.06,2.008,-2.534,-67.44,0.957,626,53.4,-143.31,0.82,1.963,-2.736,-171.71,-1.0442,282,57.4,29.34,1.11,1.835,-2.233,-29.45,1.6836,1.5964,-74.61
13,21,14,3.0,10,14,1.2,6,3,103,55.3,16.52,1.14,2.303,-2.494,-19.46,1.4343,72,58.3,7.88,1.1,2.103,-2.681,-19.92,0.6548,36,47.2,-10.5,0.74,1.795,-2.159,-22.07,-0.4987,1.5904000000000003,13.899999999999999
13,34,10,3.0,10,14,1.5,6,3,79,59.5,24.29,1.3,2.228,-2.513,-24.81,1.9549,61,54.1,2.53,1.03,2.335,-2.662,-24.29,0.1593,32,46.9,-10.32,0.72,1.754,-2.155,-19.56,-0.5295,1.5847000000000002,16.5
13,21,14,3.0,10,20,1.2,5,3,509,56.0,36.66,1.07,2.102,-2.511,-57.94,1.0333,452,50.7,-113.32,0.81,2.15,-2.716,-139.74,-0.9861,228,57.9,25.17,1.12,1.798,-2.21,-28.04,1.5313,1.5785000000000002,-51.489999999999995
9,21,10,2.0,14,14,1.5,5,5,464,56.0,18.7,1.04,2.016,-2.478,-59.61,0.4991,413,54.0,-48.81,0.91,2.087,-2.706,-110.88,-0.6081,198,57.1,19.04,1.1,1.842,-2.224,-18.54,1.6848,1.5758,-11.070000000000004
9,34,7,3.0,14,14,1.5,4,5,614,57.7,48.68,1.07,1.987,-2.518,-64.46,1.2597,610,52.1,-154.32,0.81,2.031,-2.741,-172.01,-1.0953,277,57.4,25.78,1.1,1.812,-2.224,-30.64,1.4082,1.5726,-79.85999999999999
9,34,14,3.0,10,14,1.5,6,5,78,59.0,23.12,1.29,2.251,-2.513,-24.81,1.8341,58,55.2,3.96,1.06,2.273,-2.645,-23.66,0.2634,32,46.9,-10.32,0.72,1.754,-2.155,-19.56,-0.5295,1.568,16.76
9,34,14,2.0,14,20,1.5,6,3,86,57.0,10.87,1.12,2.118,-2.511,-26.21,0.7001,59,59.3,15.07,1.23,2.304,-2.732,-21.56,1.3086,21,42.9,-10.75,0.6,1.799,-2.244,-19.88,-0.4419,1.5668000000000002,15.189999999999998
9,21,14,3.0,10,14,1.5,5,5,438,56.2,33.3,1.07,2.082,-2.495,-49.74,1.0963,404,50.2,-115.32,0.79,2.119,-2.714,-150.57,-0.9015,199,56.3,17.74,1.09,1.853,-2.181,-21.11,1.3714,1.5662,-64.28
13,21,7,2.0,10,14,1.5,4,5,625,57.3,52.02,1.08,2.023,-2.518,-54.31,1.5938,618,53.6,-107.19,0.87,2.079,-2.771,-126.22,-1.1195,302,56.6,18.21,1.06,1.812,-2.226,-27.08,1.0792,1.5535,-36.959999999999994
9,21,14,3.0,10,14,1.2,4,5,624,58.0,48.23,1.07,1.974,-2.543,-49.35,1.6233,632,52.4,-158.44,0.81,2.019,-2.747,-199.26,-0.9745,292,57.2,16.43,1.06,1.775,-2.24,-29.3,0.9023,1.5511,-93.78
13,21,14,3.0,10,14,1.5,6,5,77,58.4,18.58,1.23,2.2,-2.513,-24.81,1.4045,58,56.9,8.15,1.12,2.242,-2.633,-21.3,0.6443,31,48.4,-8.11,0.76,1.754,-2.151,-17.35,-0.5013,1.5474999999999999,18.619999999999997
9,21,7,3.0,10,14,1.5,5,5,443,56.2,16.04,1.03,2.012,-2.5,-56.66,0.4488,407,49.4,-135.25,0.76,2.113,-2.718,-164.39,-0.9266,201,57.2,23.17,1.12,1.828,-2.175,-19.26,2.0206,1.5428,-96.04
13,21,7,3.0,14,20,1.5,6,3,82,56.1,6.81,1.08,2.103,-2.498,-28.1,0.3932,61,59.0,13.71,1.2,2.257,-2.702,-16.23,1.5224,20,50.0,-5.28,0.76,1.708,-2.236,-15.13,-0.3748,1.5408,15.239999999999998
9,21,14,3.0,10,14,1.5,6,5,76,59.2,18.88,1.24,2.151,-2.514,-22.31,1.6017,56,55.4,5.84,1.09,2.312,-2.633,-21.73,0.4348,31,48.4,-8.11,0.76,1.754,-2.151,-17.35,-0.5013,1.5351999999999997,16.61
9,34,14,2.0,10,20,1.2,6,5,100,56.0,5.06,1.05,2.086,-2.54,-20.89,0.377,70,58.6,16.64,1.21,2.327,-2.716,-17.96,1.6858,35,45.7,-14.42,0.65,1.694,-2.185,-23.66,-0.5561,1.5067000000000002,7.279999999999999
13,21,10,3.0,14,14,1.2,5,5,475,56.8,43.77,1.09,2.049,-2.486,-50.45,1.4488,426,50.7,-126.04,0.78,2.033,-2.691,-158.15,-0.9273,208,56.7,17.06,1.09,1.827,-2.206,-28.71,0.9773,1.4988000000000001,-65.21000000000001
9,21,14,3.0,10,20,1.5,5,3,474,57.0,48.2,1.09,2.09,-2.53,-42.64,1.8956,429,50.8,-104.58,0.82,2.137,-2.704,-132.27,-0.9665,218,56.0,12.97,1.06,1.841,-2.204,-37.01,0.5649,1.4939999999999998,-43.41
9,21,7,2.0,10,14,1.5,5,5,460,55.4,3.74,1.01,2.027,-2.503,-59.15,0.0973,421,53.7,-66.99,0.87,2.049,-2.718,-117.28,-0.7604,197,57.9,21.85,1.12,1.786,-2.19,-16.99,2.1481,1.4849999999999999,-41.39999999999999
9,34,14,3.0,10,14,1.5,6,3,79,59.5,24.29,1.3,2.228,-2.513,-24.81,1.9549,59,54.2,0.97,1.01,2.273,-2.658,-26.65,0.055,32,46.9,-10.32,0.72,1.754,-2.155,-19.56,-0.5295,1.4804,14.939999999999998
9,21,10,2.0,10,14,1.2,5,5,487,55.4,7.04,1.01,2.042,-2.508,-60.96,0.179,456,52.6,-114.97,0.8,1.968,-2.719,-152.12,-0.9217,209,56.9,26.5,1.13,1.877,-2.187,-20.23,2.223,1.4803,-81.42999999999999
13,21,14,2.0,14,14,1.2,5,5,473,55.2,8.63,1.02,2.054,-2.488,-57.4,0.2329,436,53.9,-76.24,0.86,1.986,-2.702,-140.46,-0.713,204,57.4,24.94,1.13,1.87,-2.229,-21.61,1.9585,1.4784,-42.67
13,21,10,2.0,10,14,1.2,5,5,477,53.9,-20.31,0.96,2.068,-2.508,-82.81,-0.3591,445,53.0,-103.38,0.82,1.966,-2.715,-143.96,-0.8925,204,57.8,32.72,1.17,1.873,-2.189,-21.21,2.7298,1.4782000000000002,-90.97
13,34,7,3.0,14,20,1.5,4,3,719,54.9,-15.29,0.98,2.01,-2.497,-114.78,-0.2007,687,51.8,-138.75,0.85,2.161,-2.743,-159.85,-1.1095,328,57.3,36.1,1.12,1.856,-2.235,-21.73,2.7868,1.4766,-117.94
13,34,7,2.0,10,20,1.5,6,5,80,58.8,18.69,1.23,2.153,-2.5,-18.23,1.8923,49,55.1,0.87,1.01,2.233,-2.701,-21.1,0.0623,28,50.0,-8.08,0.74,1.66,-2.238,-17.55,-0.4851,1.4695,11.480000000000002
13,34,14,2.0,14,14,1.5,5,3,463,55.7,17.56,1.03,2.056,-2.502,-61.48,0.4527,414,53.4,-42.79,0.92,2.169,-2.705,-120.89,-0.4943,204,56.9,16.53,1.08,1.849,-2.25,-17.6,1.5104,1.4687999999999999,-8.7
13,21,10,2.0,14,20,1.5,5,5,446,54.0,-22.79,0.96,2.028,-2.496,-75.61,-0.4379,399,54.9,-34.01,0.93,2.05,-2.684,-108.97,-0.4452,187,57.2,27.55,1.16,1.917,-2.22,-20.35,2.3443,1.4612,-29.249999999999996
13,21,14,3.0,14,14,1.5,5,5,442,56.8,43.58,1.09,2.059,-2.477,-53.02,1.3812,404,52.0,-86.12,0.84,2.086,-2.702,-122.66,-0.8846,195,55.4,16.06,1.08,1.915,-2.193,-27.07,0.9635,1.4601,-26.480000000000008
9,34,14,2.0,10,14,1.5,6,5,80,57.5,13.22,1.15,2.143,-2.511,-27.83,0.8339,62,58.1,12.21,1.18,2.251,-2.648,-18.9,1.1419,31,48.4,-8.99,0.74,1.749,-2.202,-18.23,-0.5167,1.4590999999999998,16.439999999999998
13,21,10,2.0,14,20,1.2,5,5,474,54.0,-11.55,0.98,2.077,-2.492,-65.14,-0.2633,419,54.7,-51.75,0.9,2.007,-2.691,-113.33,-0.6292,199,57.8,28.29,1.15,1.863,-2.214,-20.89,2.3493,1.4567999999999999,-35.01
13,34,7,3.0,10,14,1.5,4,5,624,56.9,26.82,1.04,1.991,-2.528,-100.92,0.4292,618,51.8,-155.24,0.81,2.052,-2.725,-173.88,-1.0897,285,58.9,34.87,1.13,1.762,-2.232,-28.81,2.1077,1.4472,-93.55000000000001
9,21,7,3.0,10,20,1.5,5,5,438,57.1,20.94,1.04,1.975,-2.514,-42.83,0.7837,393,51.4,-97.26,0.81,2.083,-2.712,-130.84,-0.9073,197,56.3,21.31,1.11,1.876,-2.174,-22.74,1.5637,1.4401000000000002,-55.010000000000005
9,34,10,3.0,10,14,1.2,6,3,104,55.8,21.06,1.18,2.341,-2.494,-19.46,1.8971,73,56.2,0.92,1.01,2.124,-2.693,-22.98,0.0603,37,45.9,-12.72,0.71,1.795,-2.161,-24.28,-0.5181,1.4393,9.26
13,34,7,3.0,14,20,1.5,6,5,82,57.3,13.04,1.15,2.139,-2.5,-28.1,0.8099,65,58.5,10.73,1.15,2.202,-2.701,-18.65,0.9925,20,50.0,-5.09,0.77,1.708,-2.218,-14.95,-0.3691,1.4333,18.68
13,21,7,3.0,14,14,1.5,4,5,619,56.9,35.02,1.05,2.011,-2.52,-77.25,0.7385,619,52.5,-161.38,0.8,1.977,-2.734,-179.35,-1.0907,277,58.5,35.38,1.14,1.813,-2.246,-34.73,1.7843,1.4321000000000002,-90.97999999999999
13,34,7,2.0,10,20,1.5,6,3,81,59.3,19.86,1.24,2.133,-2.5,-18.23,2.0404,50,54.0,-2.11,0.97,2.233,-2.713,-24.09,-0.1253,28,50.0,-8.08,0.74,1.66,-2.238,-17.55,-0.4851,1.4300000000000002,9.67
13,21,14,3.0,14,20,1.2,6,3,109,55.0,-5.09,0.96,1.952,-2.494,-30.57,-0.2397,71,60.6,20.78,1.27,2.249,-2.711,-19.04,2.1203,31,48.4,-6.58,0.81,1.928,-2.218,-16.24,-0.4614,1.4191999999999998,9.110000000000001
9,21,7,3.0,14,14,1.2,4,5,615,57.4,54.34,1.08,2.034,-2.533,-57.57,1.5799,635,52.0,-178.71,0.79,1.989,-2.738,-205.17,-1.0354,284,57.4,19.16,1.07,1.788,-2.251,-36.03,0.8718,1.4163000000000001,-105.21000000000001
9,21,7,3.0,10,14,1.2,4,5,628,57.5,41.96,1.06,1.994,-2.54,-63.93,1.0807,638,51.7,-176.17,0.79,2.027,-2.744,-211.49,-0.9957,291,58.4,24.75,1.09,1.749,-2.252,-31.37,1.3212,1.4062,-109.45999999999998
9,21,14,3.0,10,14,1.5,6,3,77,59.7,20.05,1.26,2.13,-2.514,-22.31,1.7272,57,54.4,2.86,1.04,2.312,-2.647,-24.72,0.1786,31,48.4,-8.11,0.76,1.754,-2.151,-17.35,-0.5013,1.4045,14.8
13,21,14,2.0,10,14,1.2,6,5,106,54.7,8.02,1.07,2.208,-2.501,-28.3,0.4517,74,59.5,14.64,1.18,2.169,-2.693,-18.27,1.4307,37,48.6,-10.07,0.76,1.739,-2.177,-22.5,-0.4821,1.4003,12.59
13,21,7,2.0,10,14,1.5,5,5,452,54.0,-23.59,0.95,2.035,-2.501,-85.24,-0.4021,412,53.9,-60.68,0.88,2.056,-2.721,-107.66,-0.7585,192,58.3,26.8,1.15,1.804,-2.191,-18.1,2.5606,1.4,-57.47
13,21,7,3.0,10,14,1.2,4,5,633,55.6,-5.87,0.99,2.001,-2.527,-117.14,-0.0767,633,51.5,-186.76,0.78,2.014,-2.747,-216.61,-1.0123,286,59.1,32.03,1.12,1.736,-2.234,-22.09,2.4768,1.3878,-160.6
9,21,10,3.0,10,20,1.2,5,3,513,56.5,36.17,1.06,2.061,-2.517,-45.19,1.3048,454,50.2,-123.43,0.8,2.161,-2.726,-151.12,-0.9747,229,57.6,17.79,1.08,1.761,-2.213,-27.71,1.0576,1.3877000000000002,-69.47
9,21,10,3.0,10,14,1.2,6,3,102,55.9,16.81,1.15,2.264,-2.494,-16.97,1.677,71,56.3,2.8,1.03,2.15,-2.684,-21.09,0.2047,36,47.2,-10.5,0.74,1.795,-2.159,-22.07,-0.4987,1.383,9.11
9,34,10,3.0,10,14,1.5,6,5,78,59.0,23.12,1.29,2.251,-2.513,-24.81,1.8341,59,54.2,1.18,1.02,2.273,-2.65,-23.66,0.0751,32,46.9,-10.32,0.72,1.754,-2.155,-19.56,-0.5295,1.3797000000000001,13.98
9,34,7,2.0,10,20,1.5,6,5,80,58.8,18.69,1.23,2.153,-2.5,-18.23,1.8923,51,54.9,-0.4,0.99,2.192,-2.685,-20.03,-0.029,28,50.0,-8.08,0.74,1.66,-2.238,-17.55,-0.4851,1.3782,10.210000000000003
